:BeginHeader
Using satellite data from MODIS/AQUA
Match-up generation datetime: 2021-12-02T13:07:03
Investigator: ermaure
Contact: maure@npec.or.jp
Missing: -999
Delimiter: comma
Header rows: 14
VALIDATION CRITERIA applied to this match-up
-Box size of satellite extract: 5 x 5 = 25 pixels
-Minimum percent valid satellite pixels: 25.0
-Maximum time difference between satellite and in situ: 3 h
-Level-2 flags considered for data screening: ATMFAIL+LAND+CLDICE+CHLFAIL+NAVFAIL
:EndHeader
cruise,Year,Month,Day,Hour,Minute,Second,Lat,Lon,id,etopo2,chl,Datetime,Filename,Variable [Units],StartDatetime,EndDatetime,ValidPixels,InvalidPixels,Min,Max,Mean,STD,Median,PointValue,PixelValue01,PixelValue02,PixelValue03,PixelValue04,PixelValue05,PixelValue06,PixelValue07,PixelValue08,PixelValue09,PixelValue10,PixelValue11,PixelValue12,PixelValue13,PixelValue14,PixelValue15,PixelValue16,PixelValue17,PixelValue18,PixelValue19,PixelValue20,PixelValue21,PixelValue22,PixelValue23,PixelValue24,PixelValue25,PixelFlags01,PixelFlags02,PixelFlags03,PixelFlags04,PixelFlags05,PixelFlags06,PixelFlags07,PixelFlags08,PixelFlags09,PixelFlags10,PixelFlags11,PixelFlags12,PixelFlags13,PixelFlags14,PixelFlags15,PixelFlags16,PixelFlags17,PixelFlags18,PixelFlags19,PixelFlags20,PixelFlags21,PixelFlags22,PixelFlags23,PixelFlags24,PixelFlags25
bio0302,2003,10,3,16,31,0,37.58,-76.167,1523.0,10.0,8.9,2003-10-03T16:31:00,A2003276182500.L2_LAC_OC.nc,Rrs_645 [sr^-1],2003-10-03T18:25:00,2003-10-03T18:29:58,20,5,0.00230200,0.00431400,0.00281790,0.00058762,0.00255700,0.00233600,0.00431400,-999,-999,0.00242600,-999,0.00395000,-999,0.00233400,0.00244000,-999,0.00382800,0.00270200,0.00233600,0.00230200,0.00256400,0.00346600,0.00264400,0.00245600,0.00244800,0.00260000,0.00329000,0.00266200,0.00250800,0.00255000,0.00253800,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+CLDICE+PRODFAIL,COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL
bio0302,2003,10,3,16,31,0,37.58,-76.167,1523.0,10.0,8.9,2003-10-03T16:31:00,A2003276182500.L2_LAC_OC.nc,Rrs_667 [sr^-1],2003-10-03T18:25:00,2003-10-03T18:29:58,20,5,0.00171000,0.00325200,0.00215120,0.00046111,0.00196800,0.00180000,0.00325200,-999,-999,0.00177800,-999,0.00306200,-999,0.00174400,0.00171000,-999,0.00295800,0.00212400,0.00180000,0.00174000,0.00198200,0.00268000,0.00207400,0.00188600,0.00189600,0.00199000,0.00251200,0.00205600,0.00191600,0.00191000,0.00195400,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+CLDICE+PRODFAIL,COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL
bio0302,2003,10,3,16,31,0,37.58,-76.167,1523.0,10.0,8.9,2003-10-03T16:31:00,A2003276182500.L2_LAC_OC.nc,Rrs_678 [sr^-1],2003-10-03T18:25:00,2003-10-03T18:29:58,20,5,0.00182600,0.00330800,0.00227290,0.00042182,0.00214400,0.00190800,0.00330800,-999,-999,0.00193800,-999,0.00303000,-999,0.00182600,0.00188600,-999,0.00301400,0.00219800,0.00190800,0.00189200,0.00204600,0.00277200,0.00218400,0.00202600,0.00207600,0.00214600,0.00262200,0.00221600,0.00208000,0.00214800,0.00214200,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+CLDICE+PRODFAIL,COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL
bio0302,2003,10,3,18,55,0,37.93,-76.1788,1524.0,14.0,10.16,2003-10-03T18:55:00,A2003276165000.L2_LAC_OC.nc,chlor_a [mg m^-3],2003-10-03T16:50:01,2003-10-03T16:55:00,15,0,0.31817794,0.39174730,0.34774150,1.05963046,0.34436992,0.33309704,0.31817794,0.35147780,0.36073390,0.33445704,0.39174730,0.36168066,0.32220930,0.37004402,0.33309704,0.34361830,0.37634632,0.32727650,0.33434743,0.35535064,0.34436992,,,,,,,,,,,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,,,,,,,,,,
bio0302,2003,10,3,18,55,0,37.93,-76.1788,1524.0,14.0,10.16,2003-10-03T18:55:00,A2003276165000.L2_LAC_OC.nc,Rrs_412 [sr^-1],2003-10-03T16:50:01,2003-10-03T16:55:00,15,0,0.00386200,0.00483800,0.00431640,0.00028390,0.00430400,0.00483800,0.00399000,0.00418400,0.00414800,0.00416600,0.00386200,0.00392600,0.00444600,0.00439800,0.00483800,0.00421200,0.00430400,0.00471400,0.00435600,0.00444800,0.00475400,,,,,,,,,,,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,,,,,,,,,,
bio0302,2003,10,3,18,55,0,37.93,-76.1788,1524.0,14.0,10.16,2003-10-03T18:55:00,A2003276165000.L2_LAC_OC.nc,Rrs_443 [sr^-1],2003-10-03T16:50:01,2003-10-03T16:55:00,15,0,0.00373000,0.00413000,0.00390040,0.00012425,0.00389000,0.00406000,0.00390000,0.00400800,0.00382600,0.00403400,0.00373000,0.00381600,0.00380600,0.00378600,0.00406000,0.00376000,0.00376600,0.00404000,0.00389000,0.00395400,0.00413000,,,,,,,,,,,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,,,,,,,,,,
bio0302,2003,10,3,18,55,0,37.93,-76.1788,1524.0,14.0,10.16,2003-10-03T18:55:00,A2003276165000.L2_LAC_OC.nc,Rrs_488 [sr^-1],2003-10-03T16:50:01,2003-10-03T16:55:00,15,0,0.00334400,0.00371600,0.00352413,0.00010372,0.00352200,0.00371600,0.00352600,0.00360200,0.00352000,0.00353600,0.00346600,0.00357600,0.00334400,0.00346400,0.00371600,0.00339600,0.00342400,0.00362000,0.00344200,0.00352200,0.00370800,,,,,,,,,,,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,,,,,,,,,,
bio0302,2003,10,3,18,55,0,37.93,-76.1788,1524.0,14.0,10.16,2003-10-03T18:55:00,A2003276165000.L2_LAC_OC.nc,Rrs_531 [sr^-1],2003-10-03T16:50:01,2003-10-03T16:55:00,15,0,0.00212200,0.00239400,0.00223080,0.00007742,0.00220200,0.00232400,0.00212200,0.00221600,0.00216000,0.00218800,0.00220200,0.00216800,0.00217000,0.00229400,0.00232400,0.00216200,0.00224200,0.00229600,0.00218400,0.00234000,0.00239400,,,,,,,,,,,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,,,,,,,,,,
bio0302,2003,10,3,18,55,0,37.93,-76.1788,1524.0,14.0,10.16,2003-10-03T18:55:00,A2003276165000.L2_LAC_OC.nc,Rrs_547 [sr^-1],2003-10-03T16:50:01,2003-10-03T16:55:00,15,0,0.00175400,0.00197800,0.00187800,0.00005940,0.00188800,0.00190800,0.00178400,0.00194200,0.00188200,0.00190000,0.00192000,0.00188000,0.00175400,0.00188800,0.00190800,0.00179800,0.00189600,0.00188000,0.00183200,0.00192800,0.00197800,,,,,,,,,,,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,,,,,,,,,,
bio0302,2003,10,3,18,55,0,37.93,-76.1788,1524.0,14.0,10.16,2003-10-03T18:55:00,A2003276165000.L2_LAC_OC.nc,Rrs_645 [sr^-1],2003-10-03T16:50:01,2003-10-03T16:55:00,15,0,0.00024400,0.00036800,0.00030987,0.00003592,0.00031600,0.00033600,0.00027000,0.00035600,0.00025200,0.00031600,0.00032400,0.00024400,0.00028400,0.00033400,0.00033600,0.00031200,0.00031400,0.00027600,0.00031800,0.00034400,0.00036800,,,,,,,,,,,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,,,,,,,,,,
bio0302,2003,10,3,18,55,0,37.93,-76.1788,1524.0,14.0,10.16,2003-10-03T18:55:00,A2003276165000.L2_LAC_OC.nc,Rrs_667 [sr^-1],2003-10-03T16:50:01,2003-10-03T16:55:00,15,0,0.00020600,0.00028600,0.00024907,0.00002191,0.00025600,0.00027000,0.00023200,0.00026200,0.00020600,0.00025200,0.00024400,0.00021000,0.00023400,0.00026000,0.00027000,0.00025600,0.00026000,0.00023000,0.00026600,0.00028600,0.00026800,,,,,,,,,,,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,,,,,,,,,,
bio0302,2003,10,3,18,55,0,37.93,-76.1788,1524.0,14.0,10.16,2003-10-03T18:55:00,A2003276165000.L2_LAC_OC.nc,Rrs_678 [sr^-1],2003-10-03T16:50:01,2003-10-03T16:55:00,15,0,0.00022000,0.00028800,0.00025120,0.00001924,0.00025000,0.00023600,0.00024600,0.00028400,0.00023400,0.00028800,0.00026800,0.00025000,0.00023000,0.00025400,0.00023600,0.00024400,0.00023000,0.00022000,0.00026400,0.00026400,0.00025600,,,,,,,,,,,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,HISATZEN+HIPOL,,,,,,,,,,
bio0302,2003,10,3,18,55,0,37.93,-76.1788,1524.0,14.0,10.16,2003-10-03T18:55:00,A2003276182500.L2_LAC_OC.nc,chlor_a [mg m^-3],2003-10-03T18:25:00,2003-10-03T18:29:58,25,0,14.22982883,43.21479034,20.60104568,1.29621060,18.35355759,16.32339096,16.65995979,17.83295631,20.51587486,22.37761688,23.29636955,17.72191811,16.94739151,19.37169266,23.44284248,25.23786736,17.08394623,17.57892227,16.32339096,22.40447426,43.21479034,14.22982883,16.98992538,17.46994591,21.63513756,35.36252975,16.37409210,18.05643845,18.35355759,23.98365402,32.22039032,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL
bio0302,2003,10,3,18,55,0,37.93,-76.1788,1524.0,14.0,10.16,2003-10-03T18:55:00,A2003276182500.L2_LAC_OC.nc,Rrs_412 [sr^-1],2003-10-03T18:25:00,2003-10-03T18:29:58,25,0,-0.00012600,0.00081400,0.00048536,0.00022564,0.00049800,0.00067400,0.00081000,0.00072400,0.00064200,0.00041400,0.00056000,0.00055600,0.00069400,0.00068000,0.00041400,0.00041600,0.00067800,0.00050600,0.00067400,0.00044400,-0.00012600,0.00081400,0.00049800,0.00042400,0.00036200,0.00000800,0.00063200,0.00048200,0.00034200,0.00033200,0.00015400,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL
bio0302,2003,10,3,18,55,0,37.93,-76.1788,1524.0,14.0,10.16,2003-10-03T18:55:00,A2003276182500.L2_LAC_OC.nc,Rrs_443 [sr^-1],2003-10-03T18:25:00,2003-10-03T18:29:58,25,0,0.00039600,0.00116200,0.00092640,0.00016504,0.00094600,0.00112400,0.00102000,0.00102600,0.00099600,0.00085600,0.00091800,0.00094600,0.00110800,0.00107800,0.00078400,0.00085200,0.00105800,0.00104000,0.00112400,0.00091600,0.00039600,0.00116200,0.00097600,0.00092800,0.00088200,0.00065200,0.00104800,0.00098000,0.00091400,0.00079600,0.00070400,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL
bio0302,2003,10,3,18,55,0,37.93,-76.1788,1524.0,14.0,10.16,2003-10-03T18:55:00,A2003276182500.L2_LAC_OC.nc,Rrs_488 [sr^-1],2003-10-03T18:25:00,2003-10-03T18:29:58,25,0,0.00166000,0.00233200,0.00211352,0.00014231,0.00213600,0.00233200,0.00210400,0.00214600,0.00205000,0.00197200,0.00209600,0.00200000,0.00221600,0.00216800,0.00202600,0.00198200,0.00210200,0.00220400,0.00233200,0.00209800,0.00166000,0.00233000,0.00219400,0.00225600,0.00221600,0.00193400,0.00215400,0.00222000,0.00225800,0.00213600,0.00198400,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL
bio0302,2003,10,3,18,55,0,37.93,-76.1788,1524.0,14.0,10.16,2003-10-03T18:55:00,A2003276182500.L2_LAC_OC.nc,Rrs_531 [sr^-1],2003-10-03T18:25:00,2003-10-03T18:29:58,25,0,0.00350600,0.00410600,0.00383448,0.00015481,0.00387200,0.00403200,0.00360400,0.00380400,0.00372400,0.00366600,0.00388400,0.00350600,0.00389400,0.00388200,0.00376600,0.00375400,0.00363200,0.00387200,0.00403200,0.00392800,0.00357800,0.00385800,0.00379800,0.00395000,0.00410600,0.00396200,0.00371400,0.00391400,0.00398400,0.00403600,0.00401400,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL
bio0302,2003,10,3,18,55,0,37.93,-76.1788,1524.0,14.0,10.16,2003-10-03T18:55:00,A2003276182500.L2_LAC_OC.nc,Rrs_547 [sr^-1],2003-10-03T18:25:00,2003-10-03T18:29:58,25,0,0.00406800,0.00475600,0.00446720,0.00017844,0.00446400,0.00463800,0.00420800,0.00437400,0.00433800,0.00427200,0.00459000,0.00406800,0.00445200,0.00451600,0.00444000,0.00443200,0.00423200,0.00447400,0.00463800,0.00454600,0.00426800,0.00446400,0.00441200,0.00457200,0.00475600,0.00472200,0.00429000,0.00453800,0.00463800,0.00471200,0.00472800,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL
